Filename,Category,Valence,Arousal
COCO_val2014_000000562243.jpg,"['Disconnection', 'Doubt/Confusion']",-0.070603482,-0.07869544
COCO_val2014_000000558171.jpg,"['Engagement', 'Excitement', 'Happiness']",0.480808526,0.05993298
COCO_train2014_000000369575.jpg,"['Aversion', 'Pleasure']",0.513459742,0.20139684
COCO_train2014_000000213009.jpg,"['Confidence', 'Excitement']",0.743735969,0.17209888
COCO_val2014_000000168683.jpg,"['Anticipation', 'Engagement']",0.17512792300000002,0.08103389
COCO_train2014_000000186198.jpg,"['Anticipation', 'Peace']",0.058673684,-0.21898356
COCO_train2014_000000006590.jpg,['Engagement'],0.71972388,0.12370103
COCO_train2014_000000144608.jpg,"['Fatigue', 'Happiness']",0.387085944,-0.07462493
COCO_val2014_000000121006.jpg,"['Confidence', 'Happiness']",0.683927119,0.07515915
COCO_train2014_000000497759.jpg,['Disquietment'],0.054833874000000005,-0.31982556
COCO_val2014_000000231589.jpg,"['Engagement', 'Excitement', 'Happiness']",0.46720171,0.08603407
COCO_train2014_000000423647.jpg,"['Confidence', 'Excitement']",0.475395322,0.31632903
COCO_val2014_000000461715.jpg,"['Engagement', 'Peace']",0.22839871,-0.06201575
COCO_train2014_000000055276.jpg,['Engagement'],0.606035054,-0.04212875
COCO_val2014_000000054277.jpg,"['Anticipation', 'Engagement', 'Excitement']",0.494608551,-0.10292077
COCO_train2014_000000528657.jpg,['Engagement'],-0.19798252,0.06008995
frame_b1v3bzyq8s4ucvy1.jpg,"['Anticipation', 'Engagement', 'Happiness']",-0.19944030046463013,-0.15670116245746613
COCO_train2014_000000552054.jpg,['Engagement'],0.611231089,0.08319545
COCO_val2014_000000107239.jpg,"['Affection', 'Anticipation', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']",0.43214187,0.09500078
COCO_val2014_000000508538.jpg,['Disconnection'],0.206482679,-0.05174472
COCO_train2014_000000563727.jpg,['Engagement'],0.177737817,0.14224853
COCO_val2014_000000182785.jpg,['Engagement'],0.73069334,-0.07324546
gs84txnh5el02zkbp9.jpg,"['Anger', 'Aversion', 'Disapproval']",-0.3074897527694702,0.20053084194660187
COCO_train2014_000000408190.jpg,['Anticipation'],0.45051384,0.25317812
frame_aztc78d4kjclxv9e.jpg,"['Anticipation', 'Engagement', 'Happiness']",0.30272212624549866,0.007045056205242872
COCO_train2014_000000432683.jpg,['Confidence'],-0.474575311,-0.032683
COCO_train2014_000000137029.jpg,['Excitement'],-0.047392484000000006,0.00432667
COCO_train2014_000000298949.jpg,"['Anticipation', 'Engagement']",0.06041180700000001,0.00303008
COCO_train2014_000000524651.jpg,['Happiness'],-0.273515582,0.08928681
COCO_train2014_000000053608.jpg,['Engagement'],-0.1596421,-0.34936526
COCO_val2014_000000482172.jpg,"['Confidence', 'Excitement']",0.699547052,-0.00218239
COCO_val2014_000000576031.jpg,"['Anticipation', 'Engagement']",-0.338714033,0.26088774
COCO_train2014_000000014103.jpg,"['Excitement', 'Happiness', 'Pleasure']",0.650615275,0.00939735
frame_8bcjgl84a80cguy5.jpg,"['Anticipation', 'Doubt/Confusion', 'Engagement']",-0.2182124108076096,-0.3232817649841309
frame_bwnq9ntic9dpamg2.jpg,['Engagement'],0.3759224116802216,-0.003306939033791423
78tk87458zwsmxaoi7.jpg,"['Disquietment', 'Doubt/Confusion', 'Fatigue', 'Sensitivity', 'Suffering']",0.5844355225563049,-0.2525097727775574
frame_6290od7o4jvss70n.jpg,"['Anticipation', 'Doubt/Confusion', 'Engagement']",-0.18861380219459534,-0.17970913648605347
COCO_train2014_000000498702.jpg,"['Confidence', 'Engagement', 'Esteem', 'Excitement', 'Pleasure']",0.185217157,0.09434704
COCO_train2014_000000261879.jpg,['Engagement'],0.28869009,0.02699638
COCO_train2014_000000167028.jpg,"['Doubt/Confusion', 'Engagement']",-0.185834751,0.14597683
h705hnfsvdwf6mh2xw.jpg,"['Anger', 'Annoyance', 'Aversion', 'Engagement']",-0.06012827903032302,0.06509724259376526
COCO_train2014_000000282027.jpg,['Anticipation'],0.232331738,0.23470785
frame_88u3mzsacaic5583.jpg,['Engagement'],-0.059844721108675,-0.11667424440383913
COCO_train2014_000000252375.jpg,"['Anticipation', 'Engagement']",-0.216486454,-0.04204702
frame_hdepjixs67t3l4zo.jpg,"['Excitement', 'Happiness']",0.5235756635665894,0.06525919586420059
COCO_train2014_000000483078.jpg,"['Anticipation', 'Confidence', 'Excitement']",-0.021846404,0.02040256
COCO_val2014_000000110392.jpg,['Engagement'],0.048632499,0.01818545
ab3l4riuiqrc4ivkqk.jpg,"['Disconnection', 'Peace']",-0.13876473903656006,0.047699075192213065
4le1bbiky5djx0iuln.jpg,"['Confidence', 'Esteem', 'Happiness']",0.5449445843696594,-0.12548500299453735
COCO_train2014_000000377160.jpg,['Happiness'],0.696370721,-0.03229231
COCO_val2014_000000510791.jpg,"['Anticipation', 'Confidence', 'Esteem']",0.14217898199999998,0.14786735
COCO_train2014_000000252801.jpg,['Anticipation'],0.35792014,-0.07792195
COCO_val2014_000000108758.jpg,['Confidence'],0.399891019,-0.13005103
frame_7qztqnocqk4d67lc.jpg,"['Anticipation', 'Confidence', 'Happiness']",0.5485268235206604,0.3105058372020721
frame_hkvjon62ft6acgnx.jpg,"['Anticipation', 'Confidence', 'Engagement']",0.544754147529602,0.20204198360443115
COCO_train2014_000000331832.jpg,"['Engagement', 'Peace']",-0.279327869,-0.21110961
frame_63mtckpdjfc0y9q8.jpg,"['Anticipation', 'Engagement']",0.18039822578430176,0.08542577177286148
COCO_val2014_000000202476.jpg,"['Anticipation', 'Confidence', 'Engagement']",0.458960235,-0.16547619
COCO_train2014_000000106596.jpg,['Confidence'],-0.373249263,0.19426525
COCO_train2014_000000147012.jpg,['Engagement'],0.6223651170000001,0.11829888
COCO_train2014_000000167397.jpg,"['Engagement', 'Excitement', 'Happiness']",0.308313102,0.08613975
COCO_train2014_000000221625.jpg,"['Anticipation', 'Engagement']",0.324355125,-0.08157305
COCO_train2014_000000560391.jpg,"['Disconnection', 'Engagement']",0.139023989,0.08043014
COCO_train2014_000000336858.jpg,['Engagement'],-0.22965759,-0.05172872
COCO_train2014_000000431405.jpg,"['Anticipation', 'Confidence', 'Engagement']",0.771158338,-0.39967534
COCO_train2014_000000091159.jpg,"['Annoyance', 'Anticipation', 'Fatigue']",0.315873206,0.18752207
COCO_train2014_000000389772.jpg,"['Confidence', 'Excitement', 'Happiness']",0.708235025,0.10183711
COCO_train2014_000000024571.jpg,"['Confidence', 'Engagement', 'Excitement']",0.602030694,0.04517747
frame_fvot32utqi78m926.jpg,['Disconnection'],0.4726208448410034,-0.012513366527855395
COCO_val2014_000000563349.jpg,"['Anticipation', 'Engagement']",0.505942523,0.01710938
COCO_train2014_000000213135.jpg,"['Engagement', 'Excitement']",0.38632068,-0.21985142
frame_6npxf90s9ozbfo99.jpg,"['Disconnection', 'Peace']",0.8443878889083862,0.1129319742321968
COCO_train2014_000000006692.jpg,['Happiness'],0.423406154,0.10224346
COCO_val2014_000000047801.jpg,"['Anticipation', 'Confidence', 'Peace', 'Pleasure']",0.378531575,0.08762901
COCO_train2014_000000441828.jpg,"['Confidence', 'Engagement', 'Excitement']",0.609439194,0.11102238
COCO_train2014_000000087604.jpg,"['Confidence', 'Engagement', 'Excitement']",0.408164799,0.4028665
COCO_train2014_000000042312.jpg,['Engagement'],0.740564406,0.12669298
COCO_val2014_000000509403.jpg,"['Anticipation', 'Esteem', 'Excitement']",0.249212503,0.045097000000000005
COCO_train2014_000000367519.jpg,"['Confidence', 'Excitement']",0.102082171,0.05029839
COCO_train2014_000000163435.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",0.371058702,0.24986626
COCO_train2014_000000030299.jpg,['Engagement'],0.12167941,-0.07548339999999999
COCO_train2014_000000181929.jpg,"['Confidence', 'Engagement']",0.49904418,-0.041038300000000014
COCO_train2014_000000470053.jpg,"['Confidence', 'Engagement', 'Excitement']",-0.141814321,0.02061967
COCO_train2014_000000055516.jpg,"['Confidence', 'Excitement']",0.17061623899999998,0.04193919
COCO_train2014_000000219935.jpg,"['Disconnection', 'Engagement']",0.104246713,0.13703823
COCO_train2014_000000129510.jpg,['Anticipation'],0.165339947,0.19624993
COCO_val2014_000000505818.jpg,['Disconnection'],0.294169933,0.08993554
COCO_train2014_000000178411.jpg,['Engagement'],0.5337499379999999,0.24642287
COCO_val2014_000000222681.jpg,"['Anticipation', 'Engagement', 'Esteem']",-0.016272178,-0.13150643
COCO_val2014_000000485090.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Pleasure']",0.697067678,0.34283605
frame_fq5auwuqb7gh7kn6.jpg,['Happiness'],-0.03972214087843895,-0.08668232709169388
COCO_val2014_000000097924.jpg,"['Anticipation', 'Disquietment', 'Engagement']",0.204856604,-0.0119286
COCO_train2014_000000074345.jpg,"['Confidence', 'Engagement', 'Excitement']",0.213603169,-0.06991432
COCO_val2014_000000468993.jpg,"['Disconnection', 'Engagement', 'Fatigue']",-0.05297935,0.03057388
COCO_train2014_000000246280.jpg,"['Anticipation', 'Engagement']",0.313235044,0.0415209
COCO_val2014_000000148911.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Happiness']",0.790065169,0.00579904
COCO_train2014_000000169863.jpg,"['Anticipation', 'Yearning']",0.633662343,-0.07609589
COCO_val2014_000000552247.jpg,"['Affection', 'Excitement', 'Happiness', 'Pleasure', 'Sympathy']",0.543343484,0.09910934
COCO_train2014_000000552985.jpg,"['Confidence', 'Excitement', 'Happiness']",0.166077644,0.26383144
COCO_train2014_000000186246.jpg,['Engagement'],0.719325542,0.3374282
COCO_train2014_000000412720.jpg,['Engagement'],-0.117526025,0.00233174
6h85d8d0rrvntefpkq.jpg,"['Disapproval', 'Sadness']",-0.2294821292161941,-0.2714831233024597
frame_dmt5sh6c2mlvoqp0.jpg,"['Anticipation', 'Engagement', 'Happiness']",-0.1619410514831543,0.06996269524097443
